layer,head,H_max,tau,eff_bw,r2,H_final,norm_final,utilization
0,0,3.7334593921391463,6.348559350702873,13.300968490302676,0.9081198680971034,4.163128,0.5947325570242745,0.5947325570242745
0,1,3.618599900570212,6.9885070749126195,12.28307524708956,0.3119044700639878,5.5362473,0.7908924647739956,0.7908924647739956
0,2,1.3237394165646759,3.4864339276122416,2.5031407524987577,0.6805637794376236,1.2399323,0.1771331855228969,0.1771331855228969
0,3,4.007796050147691,8.404538951706094,16.08669499354821,0.670027322923529,4.462841,0.6375487191336495,0.6375487191336495
0,4,4.223526665484583,19.449289259072977,18.681348135671332,0.8392011787115732,4.509722,0.6442460332598005,0.6442460332598005
0,5,4.892090768686274,27.858224431252445,29.69381940640476,0.8051814676017764,5.303053,0.7575789860316685,0.7575789860316685
0,6,4.886148449426025,27.05467138692741,29.571765016562054,0.8518031082873401,5.1964517,0.7423502377101353,0.7423502377101353
0,7,3.720882583670552,11.40934560478913,13.185520188317218,0.841860768546162,3.8611236,0.5515890802655902,0.5515890802655902
0,8,6.098611446769629,24.331803642813128,68.5275140550074,0.9919153383991824,6.2713795,0.8959113529750279,0.8959113529750279
0,9,5.539446551953458,14.993591057189242,46.509275199065314,0.9683451896102728,5.8586,0.8369428770882743,0.8369428770882743
0,10,4.952992350835918,18.892513298617065,30.97414063537846,0.9934010830168947,5.065276,0.7236108779907227,0.7236108779907227
0,11,5.778200611603312,19.13708385389899,54.87969702070201,0.970555312301584,5.9894333,0.8556333269391742,0.8556333269391742
0,12,5.948871685963091,31.15061222908187,61.77159535009205,0.980826602533226,6.1271186,0.8753026553562709,0.8753026553562709
0,13,6.488260096270024,38.11723208350403,89.7761358725372,0.950399275201522,6.625948,0.9465639931815011,0.9465639931815011
0,14,5.954311286095981,34.27962279577276,62.004941292388935,0.9689880465081779,6.0288095,0.8612585067749023,0.8612585067749023
0,15,5.709099355430685,13.207567151569515,52.31306359194752,0.9162058433504455,6.375042,0.9107202802385602,0.9107202802385602
0,16,3.9408302817354253,7.90031319106573,15.357061469688418,0.682874663998505,3.0056238,0.4293748310634068,0.4293748310634068
0,17,5.504199581000561,12.698606841395035,45.386759466737395,0.948420044795957,6.027557,0.8610795566013881,0.8610795566013881
0,18,4.753751708771806,17.576277962892078,26.978752021414117,0.9392561067164444,4.971446,0.7102065767560687,0.7102065767560687
0,19,5.003774728053985,10.066194593766651,32.083835775355716,0.9742157163277096,5.228116,0.7468737193516323,0.7468737193516323
0,20,5.417148431030743,12.03123663317113,42.729141647858185,0.968578950755309,5.811127,0.8301610265459333,0.8301610265459333
0,21,4.015434999391934,7.931331733803218,16.17209859729282,0.6802351435187641,5.099548,0.7285068375723702,0.7285068375723702
0,22,5.263344832066519,11.244234630039015,38.40826345800729,0.7487215783433172,6.5388355,0.9341193607875279,0.9341193607875279
0,23,5.828146312968555,13.542998520216173,56.812887052796775,0.9152581851147978,6.5217338,0.9316762515476772,0.9316762515476772
0,24,4.852198244628946,25.71692372903215,28.88399203360715,0.729468396141964,5.735056,0.819293703351702,0.819293703351702
0,25,5.162827220961285,26.32032609879432,35.823321932290646,0.9308822666940868,5.604107,0.8005867004394531,0.8005867004394531
0,26,5.279638667389851,26.07821064394135,38.844506216148105,0.7896250777870063,5.9654446,0.8522063664027623,0.8522063664027623
0,27,5.111124592848257,26.552320056847147,34.562234621185716,0.9732959052274932,5.35732,0.7653314045497349,0.7653314045497349
